8a0d563a6ff4605d89591b59230747bbd4284b7b91f665526dc1090aa69b6610	9948	data/deglitched/S0105a.deglitch.json
0f64683f5b14c1c01e27944a28d8499e9e1c03113a46b2e91a1d28652232b249	1253376	data/deglitched/S0105a.mseed
bb5316c4002a312045cecb2a37980b8032ba0f1af960ce3d90aadde9814d7a8e	8448	data/deglitched/S0173a.deglitch.json
efc0b4706a23041c3470a4ea40f55b2d4bc20346de4b760507435e5c5c855a2b	1253376	data/deglitched/S0173a.mseed
d4db552fc16c62e77c99c2e948624fca2dab39c01da864ce536b03a1698ed585	9252	data/deglitched/S0189a.deglitch.json
691c214df0ab779fe0014da854bf8ba0cc4459f6152f3134783b1db63cbfbe67	1253376	data/deglitched/S0189a.mseed
e1cf3f8dc7eefdb0ef51b064c40d09e3b3fb4adb5abb98c803543695f83914d1	8374	data/deglitched/S0235b.deglitch.json
e9fe30fb25701c6ce9bd8b94824f94549063bbcc358ac0167e858c1dfc72d4db	1253376	data/deglitched/S0235b.mseed
45a63f76f0eeed545da4493316ac2a5feb83a4eda3baed5c178bd803cbedab76	8772	data/deglitched/S0290b.deglitch.json
78e1637690a7d3dccd55fc708bf752ab4dd8d49fa3a872a9fbfad017fb05f966	1253376	data/deglitched/S0290b.mseed
a68e3f0cf091e7c8b512401ea659b8a98abda7c5a2ac08c4e26016132bac5c5f	8561	data/deglitched/S0325a.deglitch.json
09e1670b358b2c7d5e5ef9ebbce8a8f261a81f0ab2a2b206b01fbf0e00488003	1253376	data/deglitched/S0325a.mseed
49eb4b199603fdf0f194f40e31102e29bc0a88877a16e29a7cd3bb99c40ea6ea	8296	data/deglitched/S0474a.deglitch.json
92fb4ad572b90aeb4dc4700bdb0368a78baa21228ada78842541b40e77bcd064	1253376	data/deglitched/S0474a.mseed
9fd8e09e020a728be72986385293daf21be77cd53b4d0e363a35c428e901f45d	8925	data/deglitched/S0484b.deglitch.json
e8a4ad4ea3adf9e7cd3446bf419faba588d8a950c2bf35587a94463c4c26ec1f	1253376	data/deglitched/S0484b.mseed
94c688f7452bed6b361ed6add149fbc3a9ebda32f1360cd0f297bd62566f7d5a	9246	data/deglitched/S0802a.deglitch.json
4b2f8c45ac434931c1cdda06a27903a3d78d0b83a4a0782abfe2c55ec4829adb	1253376	data/deglitched/S0802a.mseed
ac73ff05b43187b4f62f62a0c3d5b6085e34b3195303fee951b1b7d540d2cc37	8732	data/deglitched/S0820a.deglitch.json
380a86d3b1ae8bfa617eadd93bd616999cf9f57f95a1873706ce9dfb85c782a1	1253376	data/deglitched/S0820a.mseed
c8ce1263061c196b0a9bcc79dcfc19d8035d7c21b0c440c3bf8eaf2ec612a2e7	8302	data/deglitched/S0864a.deglitch.json
2f01d86ebe12df5724a01bcabda93b309bfb28ebfa114de8a03191bccfb85da9	1253376	data/deglitched/S0864a.mseed
daa749af4e06401e098311d5f19ac22d195978e8e36d282d15161b55e1ee4c8c	8768	data/deglitched/S0916d.deglitch.json
f66840dbd29b540a895b19898acf6d0936ae70ca4aaddbfd1cc29e593747c219	1253376	data/deglitched/S0916d.mseed
c59f0a060ad95ab9a6be2d40a8e86d27abd7752600536f6e8a19a20772500130	8441	data/deglitched/S0918a.deglitch.json
2df9833009422eda2ea6f88e862ce82397c273cfcc31866cdfddf97bd27f1a6e	1253376	data/deglitched/S0918a.mseed
f5e09109303663cb20dc22e158229ab5207ce79cff8d0524a133a656d2a3ba8b	9113	data/deglitched/S1012d.deglitch.json
47ec01a5dca60c2daafea8e6f6e92d2c7ef12a1bad10706b68b812ab015881de	1253376	data/deglitched/S1012d.mseed
