mode,input_type,norm_variant,polarization_operator,stack_method,power_window_s,phase,peak_label,time_s,slowness_sdeg,power,support_count,minimum_support,status,excluded_reason,paper_time_s,paper_slowness_sdeg,dt_vs_paper_s,ds_vs_paper_sdeg,within_published_tolerance,grid_coordinate_miss_norm,median_distance_error_deg,max_distance_error_deg,distance_uncertainty_moveout_s,uncertainty_folded_time_tolerance_s,within_uncertainty_folded_tolerance,local_max_neighbor_check,box_peak_background_quantile,target_box_rank,published_target_box,box_occupancy_in_band,box_supported_cell_fraction,box_valid_cell_count,box_total_cell_count,normalization_lane,current_provenance_status
ablation,envelope,C,not_applicable,nth_root,1.0,PKiKP,global,662.2,-3.4343434343434343,0.280619976932844,19,2,ok,,604.0,-6.5,58.200000000000045,3.0656565656565657,False,29.545156125767594,3.5,17.5,22.75,24.75,False,True,0.8893137615720896,1,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,1.0,PKiKP,published_target,589.1,-7.070707070707071,0.16440824215155123,19,2,ok,,604.0,-6.5,-14.899999999999977,-0.5707070707070709,False,7.5104753808255085,3.5,17.5,22.75,24.75,True,False,0.7904717076947775,32284,PKIKP_PUBLISHED,0.26841448189762795,1.0,9612,9612,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,1.0,PKKP,peak_1,1214.6,-6.0606060606060606,0.062305372257616856,19,2,ok,,1290.0,-8.0,-75.40000000000009,1.9393939393939394,False,2.8263953369900503,3.5,17.5,28.0,58.0,False,True,0.546718096962562,1,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,1.0,PKKP,peak_2,1201.7,-7.6767676767676765,0.06005195295415609,19,2,ok,,1341.0,-7.0,-139.29999999999995,-0.6767676767676765,False,4.665201650438298,3.5,17.5,24.5,54.5,False,True,0.5325805172807323,83,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,1.0,PKKP,paper_target,1344.0,-7.474747474747475,0.050600907779059776,19,2,ok,,1341.0,-7.0,3.0,-0.4747474747474749,False,1.3299087487002264,3.5,17.5,24.5,29.5,False,True,0.4507443159293765,5279,PKKP_PUBLISHED,0.11903870162297128,1.0,16020,16020,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,10.0,PKiKP,global,664.8,-3.737373737373738,0.2518437722797317,19,2,ok,,604.0,-6.5,60.799999999999955,2.762626262626262,False,30.74671183263847,3.5,17.5,22.75,24.75,False,True,0.8679954525250826,1,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,10.0,PKiKP,published_target,584.0,-7.070707070707071,0.1531268178616606,19,2,ok,,604.0,-6.5,-20.0,-0.5707070707070709,False,10.045135163151675,3.5,17.5,22.75,24.75,True,False,0.7718556733681129,51102,PKIKP_PUBLISHED,0.4241573033707865,1.0,9612,9612,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,10.0,PKKP,peak_1,1200.9,-7.575757575757576,0.05410613588760358,19,2,ok,,1290.0,-8.0,-89.09999999999991,0.42424242424242387,False,2.9834362466068516,3.5,17.5,28.0,58.0,False,True,0.4839459064535047,1,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,10.0,PKKP,peak_2,1214.5,-6.0606060606060606,0.05396748537443531,19,2,ok,,1341.0,-7.0,-126.5,0.9393939393939394,False,4.262919498985542,3.5,17.5,24.5,54.5,False,True,0.4824825019411952,15,,nan,nan,0,0,ablation_full_window,current
ablation,envelope,C,not_applicable,nth_root,10.0,PKKP,paper_target,1341.65,-7.070707070707071,0.047082657605048504,19,2,ok,,1341.0,-7.0,0.650000000000091,-0.07070707070707094,True,0.21942381718912554,3.5,17.5,24.5,29.5,True,True,0.414205071024263,9136,PKKP_PUBLISHED,0.1612983770287141,1.0,16020,16020,ablation_full_window,current
